,Año,Clave_Ent,Cve. Municipio,Tipo de delito,Enero,Febrero,Marzo,Abril,Mayo,Junio,Julio,Agosto,Septiembre,Octubre,Noviembre,Diciembre
396,0,0,4,18,0,0,0,0,0,0,0,0,0,0,0,0
397,0,0,4,18,0,0,0,0,0,0,0,0,0,0,0,0
398,0,0,4,18,2,1,2,3,1,0,3,1,1,2,3,3
399,0,0,4,18,0,0,0,0,0,0,0,0,0,0,0,0
400,0,0,4,18,0,0,0,0,0,0,0,0,0,0,0,0
401,0,0,4,22,1,3,0,1,1,0,0,1,1,1,0,0
402,0,0,4,22,1,0,2,1,0,2,2,2,1,1,0,0
403,0,0,4,22,16,18,20,22,15,15,20,16,11,24,13,9
404,0,0,4,22,4,4,4,3,1,3,7,1,7,3,6,4
405,0,0,4,22,0,0,0,0,0,0,0,0,0,0,0,0
406,0,0,4,22,0,0,0,0,0,0,0,0,0,0,0,0
407,0,0,4,22,6,5,5,3,5,3,6,2,5,3,4,5
408,0,0,4,22,0,0,0,0,0,0,0,0,0,0,0,0
409,0,0,4,22,1,1,1,0,0,0,1,5,2,1,1,2
410,0,0,4,16,0,0,0,0,0,0,0,0,0,0,0,0
411,0,0,4,16,1,0,0,0,0,0,0,0,0,0,0,0
412,0,0,4,16,0,0,0,0,0,0,0,0,0,0,0,0
413,0,0,4,16,0,0,0,0,0,0,0,0,0,0,0,0
414,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
415,0,0,4,30,0,0,0,0,0,0,0,0,0,0,0,0
416,0,0,4,33,1,0,0,0,0,0,0,0,0,0,0,0
417,0,0,4,33,0,0,0,0,0,0,0,0,0,0,0,0
418,0,0,4,33,0,0,0,0,0,0,0,0,0,0,0,0
419,0,0,4,33,0,0,0,0,0,0,0,0,0,0,0,0
420,0,0,4,33,0,0,0,0,0,0,0,0,0,0,0,0
421,0,0,4,35,0,0,0,0,0,0,0,0,0,0,0,0
422,0,0,4,31,0,0,0,0,0,0,0,0,0,0,0,0
423,0,0,4,28,6,1,2,5,2,2,1,3,0,3,5,5
424,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0
425,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0
426,0,0,4,19,3,1,0,0,0,1,0,0,1,1,1,1
427,0,0,4,37,2,2,2,1,1,3,1,0,1,1,2,2
428,0,0,4,36,4,1,0,1,0,1,0,2,0,0,0,0
429,0,0,4,20,0,0,0,0,0,0,0,0,0,0,0,0
430,0,0,4,29,6,5,2,4,1,4,3,1,1,3,2,3
431,0,0,4,32,2,0,2,1,0,1,0,0,1,0,3,1
432,0,0,4,32,24,26,26,11,14,24,20,29,25,35,36,31
433,0,0,4,32,0,1,0,0,0,2,1,0,0,1,0,1
434,0,0,4,32,9,4,4,1,2,7,3,9,5,4,2,4
435,0,0,4,32,1,0,0,0,1,1,0,0,0,1,1,1
436,0,0,4,32,3,6,1,3,1,3,8,1,4,3,4,8
437,0,0,4,32,0,0,0,0,0,0,0,0,0,0,0,0
438,0,0,4,32,0,0,0,0,0,0,0,0,0,0,0,0
439,0,0,4,32,0,0,0,0,0,0,0,0,0,0,0,0
440,0,0,4,32,2,4,2,2,1,5,5,5,7,6,1,6
441,0,0,4,32,0,0,0,0,0,0,0,0,0,0,0,0
442,0,0,4,32,0,0,0,0,0,0,0,0,0,0,0,0
443,0,0,4,32,3,5,8,2,4,0,5,2,7,4,5,4
444,0,0,4,32,4,8,5,2,0,2,2,11,6,7,4,0
445,0,0,4,32,0,0,0,0,0,0,0,0,0,0,0,0
446,0,0,4,32,0,0,0,0,0,0,0,0,0,0,0,0
447,0,0,4,32,1,0,0,0,0,0,0,0,0,1,0,0
448,0,0,4,32,1,0,0,0,0,0,1,1,2,1,0,0
449,0,0,4,32,0,1,0,0,0,0,0,0,0,0,0,0
450,0,0,4,32,0,0,0,0,0,0,0,0,0,0,0,0
451,0,0,4,32,0,0,0,0,0,0,0,0,0,0,0,0
452,0,0,4,32,0,0,0,0,0,0,0,0,0,0,0,0
453,0,0,4,32,0,0,0,0,0,0,0,0,0,0,0,0
454,0,0,4,32,0,0,0,0,0,0,0,0,0,0,0,0
455,0,0,4,32,3,4,0,0,2,0,1,3,1,6,1,4
456,0,0,4,32,13,9,16,5,13,19,20,12,12,19,12,10
457,0,0,4,32,0,0,0,0,0,0,0,0,0,1,0,0
458,0,0,4,32,5,3,4,2,1,1,5,1,1,4,1,2
459,0,0,4,32,0,0,0,0,0,0,0,0,0,0,0,0
460,0,0,4,32,0,0,0,0,0,0,0,0,0,0,0,0
461,0,0,4,32,0,0,0,0,0,0,0,0,0,0,0,0
462,0,0,4,32,0,0,0,0,0,0,0,0,0,0,0,0
463,0,0,4,32,0,0,0,0,0,0,0,0,0,0,0,0
464,0,0,4,32,0,0,0,0,0,0,0,0,0,0,0,0
465,0,0,4,32,0,0,0,0,1,0,0,0,2,1,0,0
466,0,0,4,32,19,10,24,6,4,16,18,9,13,15,9,8
467,0,0,4,17,8,5,6,1,6,7,15,6,12,11,12,13
468,0,0,4,1,1,2,5,0,1,6,6,2,5,8,6,3
469,0,0,4,13,0,1,0,0,0,0,0,0,2,2,0,1
470,0,0,4,8,22,32,39,14,19,42,43,21,20,31,20,25
471,0,0,4,10,4,1,3,1,1,1,3,4,2,1,0,4
472,0,0,4,24,1,0,0,0,0,1,1,0,0,1,1,1
473,0,0,4,39,22,13,15,15,7,20,22,19,9,21,17,13
474,0,0,4,38,0,0,0,0,0,0,0,0,1,0,0,0
475,0,0,4,21,3,1,0,0,0,1,0,0,1,3,1,2
476,0,0,4,25,0,0,0,0,0,2,0,0,0,0,0,0
477,0,0,4,7,1,0,0,1,0,0,3,1,1,0,1,0
478,0,0,4,34,0,0,0,0,0,0,0,0,0,0,0,0
479,0,0,4,26,0,1,0,0,0,0,0,0,0,0,0,0
480,0,0,4,23,3,14,23,13,21,15,7,2,0,5,0,0
481,0,0,4,5,28,16,22,17,17,21,22,15,8,21,16,11
482,0,0,4,4,4,4,5,3,4,7,6,6,3,4,7,5
483,0,0,4,12,0,0,0,0,0,0,0,0,0,0,0,0
484,0,0,4,14,0,0,0,0,0,0,0,0,0,0,0,0
485,0,0,4,15,6,1,2,7,10,5,1,3,9,3,3,5
486,0,0,4,6,0,1,0,1,0,1,0,0,0,0,1,0
487,0,0,4,9,0,1,4,1,1,0,0,0,2,0,0,1
488,0,0,4,11,0,0,0,0,0,0,0,0,0,0,0,0
489,0,0,4,27,9,6,8,5,2,7,9,7,7,9,6,12
490,0,0,5,18,0,0,0,0,0,1,0,0,0,0,0,1
491,0,0,5,18,0,0,0,0,0,0,0,0,0,0,0,0
492,0,0,5,18,0,0,0,0,0,0,0,0,0,0,0,0
493,0,0,5,18,0,0,0,0,0,0,0,0,0,0,0,0
494,0,0,5,18,0,0,0,0,0,0,0,0,0,0,0,0
495,0,0,5,18,0,0,0,0,0,0,0,0,0,0,0,0
496,0,0,5,18,0,0,1,2,1,1,0,0,0,1,2,2
497,0,0,5,18,0,0,0,0,0,0,0,0,0,0,0,0
498,0,0,5,18,0,0,0,0,0,0,0,0,0,0,0,0
499,0,0,5,22,0,0,0,0,0,0,0,0,0,0,1,0
500,0,0,5,22,2,0,0,0,0,1,1,1,0,0,0,2
501,0,0,5,22,7,8,9,9,4,14,9,2,5,7,3,9
502,0,0,5,22,2,3,2,3,0,7,1,1,4,4,4,9
503,0,0,5,22,0,0,0,0,0,0,0,0,0,0,0,0
504,0,0,5,22,0,0,0,0,0,0,0,0,0,0,0,0
505,0,0,5,22,2,1,5,2,3,0,0,1,1,2,1,0
506,0,0,5,22,0,0,0,0,0,0,0,0,0,0,0,0
507,0,0,5,22,0,1,0,0,0,0,0,2,1,0,0,1
508,0,0,5,16,0,0,0,0,0,0,0,0,0,0,0,0
509,0,0,5,16,0,0,0,0,0,0,0,0,0,0,0,0
510,0,0,5,16,0,0,0,0,0,0,0,0,0,0,0,0
511,0,0,5,16,0,0,0,0,0,0,0,0,0,0,0,0
512,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
513,0,0,5,30,0,0,0,0,0,0,0,0,1,0,0,0
514,0,0,5,33,0,0,0,0,0,0,0,0,0,0,0,0
515,0,0,5,33,0,0,0,0,0,0,0,0,0,0,0,0
516,0,0,5,33,0,0,0,0,0,0,0,0,0,0,0,0
517,0,0,5,33,0,0,0,0,0,0,0,0,0,0,0,0
518,0,0,5,33,0,0,0,0,0,0,0,0,0,0,0,0
519,0,0,5,35,0,0,0,0,0,0,0,0,0,0,0,0
520,0,0,5,31,0,0,0,0,0,0,0,0,0,0,0,0
521,0,0,5,28,1,2,0,0,0,0,1,1,2,1,0,2
522,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0
523,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0
524,0,0,5,19,0,0,2,0,0,0,0,1,0,2,0,2
525,0,0,5,37,0,0,1,0,0,1,0,0,1,0,0,0
526,0,0,5,36,0,0,0,0,0,0,0,0,0,1,0,0
527,0,0,5,20,0,0,0,0,0,0,0,0,0,0,0,0
528,0,0,5,29,0,1,0,0,1,1,1,3,1,1,1,1
529,0,0,5,32,0,0,0,0,0,0,0,0,2,0,0,0
530,0,0,5,32,14,10,12,2,2,11,7,6,9,11,13,12
531,0,0,5,32,0,0,0,0,0,0,0,0,1,0,0,0
532,0,0,5,32,3,1,3,0,0,0,1,0,0,1,1,1
533,0,0,5,32,0,0,0,0,0,0,0,0,0,0,0,0
534,0,0,5,32,1,1,1,0,2,0,0,1,1,2,0,5
535,0,0,5,32,0,0,0,0,0,0,0,0,0,0,0,0
536,0,0,5,32,0,0,0,0,0,0,0,0,0,0,0,0
537,0,0,5,32,0,0,0,0,0,0,0,0,0,0,0,0
538,0,0,5,32,3,2,0,1,1,0,1,1,2,3,2,1
539,0,0,5,32,0,0,0,0,0,0,0,0,0,0,0,0
540,0,0,5,32,0,0,0,0,0,0,0,0,0,0,0,0
541,0,0,5,32,4,3,0,0,2,0,2,1,2,0,0,1
542,0,0,5,32,6,3,4,1,2,6,1,1,3,1,3,2
543,0,0,5,32,0,0,0,0,0,0,0,0,0,0,0,0
544,0,0,5,32,0,0,0,0,0,0,0,0,0,0,0,0
545,0,0,5,32,0,0,0,0,0,0,0,0,0,0,0,0
546,0,0,5,32,0,0,0,0,0,0,0,0,0,0,0,0
547,0,0,5,32,0,0,0,0,0,0,0,0,0,0,0,0
548,0,0,5,32,0,0,0,0,0,0,0,0,0,0,0,0
549,0,0,5,32,0,0,0,0,1,0,0,0,0,0,0,0
550,0,0,5,32,0,0,0,0,0,0,0,0,0,0,0,0
551,0,0,5,32,0,0,0,0,0,0,0,0,0,0,0,0
552,0,0,5,32,0,0,0,0,0,0,0,0,0,0,0,0
553,0,0,5,32,1,1,0,0,0,0,0,0,0,0,0,0
554,0,0,5,32,9,4,6,4,5,7,10,6,12,5,3,7
555,0,0,5,32,0,0,0,0,0,0,0,0,0,0,0,0
556,0,0,5,32,3,2,3,0,0,1,1,1,1,5,3,3
557,0,0,5,32,0,0,0,0,0,0,0,0,0,0,0,0
558,0,0,5,32,0,0,0,0,0,0,0,0,0,0,0,0
559,0,0,5,32,0,0,0,0,0,0,0,0,0,0,0,0
560,0,0,5,32,0,0,0,0,0,0,0,0,0,0,0,0
561,0,0,5,32,0,0,0,0,0,0,0,0,0,0,0,0
562,0,0,5,32,0,0,0,0,0,0,0,0,0,0,0,0
563,0,0,5,32,0,0,0,0,0,0,0,0,0,0,0,0
564,0,0,5,32,6,10,8,1,0,3,10,9,9,7,7,11
565,0,0,5,17,2,4,2,1,1,5,1,4,2,2,1,3
566,0,0,5,1,1,2,2,1,0,1,3,1,4,1,1,4
567,0,0,5,13,1,0,0,0,2,1,0,1,1,0,1,0
568,0,0,5,8,9,10,10,8,4,8,5,5,5,6,4,11
569,0,0,5,10,1,1,0,1,1,0,1,1,1,1,2,0
570,0,0,5,24,0,0,1,1,1,0,0,0,0,0,0,0
571,0,0,5,39,3,3,7,5,3,5,1,11,3,5,7,5
572,0,0,5,38,0,0,0,0,0,0,0,0,0,0,0,0
573,0,0,5,21,1,0,0,0,0,0,0,0,1,1,1,0
574,0,0,5,25,0,0,0,0,1,0,0,0,0,0,0,0
575,0,0,5,7,0,0,0,0,0,0,0,0,0,0,0,0
576,0,0,5,34,0,0,0,0,0,0,0,0,0,0,0,0
577,0,0,5,26,0,0,0,0,0,0,0,0,0,0,0,0
578,0,0,5,23,54,48,56,24,33,33,20,4,2,4,1,3
579,0,0,5,5,3,10,6,5,2,6,12,4,8,5,6,9
580,0,0,5,4,1,2,4,1,2,2,3,1,3,0,2,7
581,0,0,5,12,0,0,0,0,0,0,0,0,0,0,0,0
582,0,0,5,14,0,1,0,0,0,0,2,0,0,0,1,0
583,0,0,5,15,1,0,1,1,3,3,3,5,3,1,6,5
584,0,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0
585,0,0,5,9,1,1,1,2,0,1,0,1,1,0,1,3
586,0,0,5,11,0,0,0,0,0,0,0,0,0,0,0,0
587,0,0,5,27,0,0,2,3,1,4,4,2,5,6,2,3
588,0,0,6,18,0,0,0,0,0,1,0,0,0,0,0,0
589,0,0,6,18,0,0,0,0,0,0,0,0,1,0,0,0
590,0,0,6,18,0,0,0,0,1,0,0,0,0,0,0,0
591,0,0,6,18,0,0,0,0,0,0,0,0,0,0,0,0
592,0,0,6,18,0,0,0,0,0,0,0,0,0,0,0,0
593,0,0,6,18,0,0,0,0,0,0,0,0,0,0,0,0
594,0,0,6,18,2,0,0,1,1,2,1,1,1,0,0,0
595,0,0,6,18,0,0,0,0,0,0,0,0,0,0,0,0
596,0,0,6,18,0,0,0,0,0,0,0,0,0,0,0,0
597,0,0,6,22,0,1,0,0,1,0,0,0,0,0,0,1
598,0,0,6,22,1,0,1,0,0,1,0,0,2,0,0,1
599,0,0,6,22,9,6,6,8,3,10,10,9,7,2,8,1
600,0,0,6,22,1,3,1,0,0,2,3,2,5,3,1,2
601,0,0,6,22,0,0,0,0,0,0,0,0,0,0,0,0
602,0,0,6,22,0,0,0,0,0,0,0,0,0,0,0,0
603,0,0,6,22,2,2,4,1,1,1,6,3,1,2,2,4
604,0,0,6,22,0,0,0,0,0,0,0,0,0,0,0,0
605,0,0,6,22,0,0,0,1,1,0,2,0,2,0,0,1
606,0,0,6,16,0,0,0,0,0,0,0,0,0,0,0,0
607,0,0,6,16,0,0,0,0,0,0,0,0,0,0,0,0
608,0,0,6,16,0,0,0,0,0,0,0,0,0,0,0,0
609,0,0,6,16,0,0,0,0,0,0,0,0,0,0,0,0
610,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
611,0,0,6,30,0,0,1,0,0,0,0,1,0,0,0,0
612,0,0,6,33,0,0,0,0,0,0,0,0,0,0,0,0
613,0,0,6,33,0,0,0,0,0,0,0,0,0,0,1,0
614,0,0,6,33,0,0,0,0,0,0,0,0,0,0,0,0
615,0,0,6,33,0,0,0,0,0,0,0,0,0,0,0,0
616,0,0,6,33,0,0,0,0,0,0,0,0,0,0,0,0
617,0,0,6,35,0,0,0,0,0,0,0,0,0,0,0,0
618,0,0,6,31,0,0,0,0,0,0,0,0,0,0,0,0
619,0,0,6,28,1,0,2,0,0,1,1,1,1,0,1,2
620,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0
621,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0
622,0,0,6,19,0,0,0,0,0,0,0,0,0,0,0,0
623,0,0,6,37,0,1,0,0,0,0,0,0,1,1,0,0
624,0,0,6,36,0,1,0,0,2,0,0,0,1,0,0,0
625,0,0,6,20,0,0,0,0,0,0,0,0,0,0,0,0
626,0,0,6,29,2,2,1,0,0,1,1,0,0,1,0,0
627,0,0,6,32,0,0,0,0,0,1,0,0,0,0,0,2
628,0,0,6,32,13,11,13,5,2,11,8,8,4,4,10,9
629,0,0,6,32,0,0,0,0,0,0,0,0,0,1,0,1
630,0,0,6,32,4,4,4,1,0,0,0,1,0,1,1,1
631,0,0,6,32,0,1,0,0,1,0,0,0,1,0,1,0
632,0,0,6,32,12,8,3,1,0,3,4,3,2,6,5,5
633,0,0,6,32,0,0,0,0,0,0,0,0,0,0,0,0
634,0,0,6,32,0,0,0,0,0,0,0,0,0,0,0,0
635,0,0,6,32,0,0,0,0,0,0,0,0,0,0,0,0
636,0,0,6,32,10,3,2,0,0,2,1,3,3,2,1,4
637,0,0,6,32,0,0,0,0,0,0,0,0,0,0,0,0
638,0,0,6,32,0,0,0,0,0,0,0,0,0,0,0,0
639,0,0,6,32,2,1,2,1,0,0,0,0,1,2,0,0
640,0,0,6,32,6,5,1,0,2,1,2,3,3,2,0,3
641,0,0,6,32,0,0,0,0,0,0,0,0,0,0,0,0
642,0,0,6,32,0,0,0,0,0,0,0,0,0,0,0,0
643,0,0,6,32,0,0,0,0,0,0,0,0,0,0,0,0
644,0,0,6,32,0,0,0,0,0,0,0,0,0,0,0,0
645,0,0,6,32,0,0,0,0,0,0,0,0,0,0,0,0
646,0,0,6,32,0,0,0,0,0,0,0,0,0,0,0,0
647,0,0,6,32,1,0,0,0,0,0,0,0,0,0,0,0
648,0,0,6,32,0,0,0,0,0,0,0,0,0,0,0,0
649,0,0,6,32,0,0,0,0,0,0,0,0,0,0,0,0
650,0,0,6,32,0,0,0,0,0,0,0,0,0,0,0,0
651,0,0,6,32,4,8,0,0,0,0,0,1,0,1,1,0
652,0,0,6,32,7,10,7,3,5,6,2,4,6,3,1,8
653,0,0,6,32,0,0,0,0,0,0,0,0,0,0,0,0
654,0,0,6,32,2,3,2,1,3,1,0,0,2,0,3,0
655,0,0,6,32,0,0,0,0,0,0,0,0,0,0,0,0
656,0,0,6,32,0,0,0,0,0,0,0,0,0,0,0,0
657,0,0,6,32,0,0,0,0,0,0,0,0,0,0,0,0
658,0,0,6,32,0,0,0,1,0,0,0,0,0,0,0,0
659,0,0,6,32,0,0,0,0,0,0,0,0,0,0,0,0
660,0,0,6,32,0,0,0,0,0,0,0,0,0,0,0,0
661,0,0,6,32,0,1,0,0,0,0,0,0,0,0,0,0
662,0,0,6,32,9,6,15,3,2,11,5,7,8,5,8,9
663,0,0,6,17,3,1,3,0,2,3,3,3,4,6,5,3
664,0,0,6,1,2,0,2,1,0,2,2,3,0,1,2,4
665,0,0,6,13,0,1,0,0,1,2,1,1,0,0,1,0
666,0,0,6,8,12,10,17,4,3,6,6,7,8,7,9,10
667,0,0,6,10,0,0,0,1,0,2,2,2,0,0,0,0
668,0,0,6,24,1,1,0,1,0,0,1,0,0,0,1,1
669,0,0,6,39,8,4,12,3,4,8,6,4,6,4,3,3
670,0,0,6,38,0,0,0,0,0,0,0,0,0,0,0,0
671,0,0,6,21,0,0,0,0,0,0,0,0,1,0,0,1
672,0,0,6,25,0,0,0,0,0,0,0,0,0,0,0,0
673,0,0,6,7,0,1,0,0,1,0,0,1,0,0,0,0
674,0,0,6,34,0,0,0,0,0,0,0,0,0,0,0,0
675,0,0,6,26,0,0,0,0,0,0,0,0,0,0,0,0
676,0,0,6,23,18,14,9,2,6,7,7,0,1,3,0,0
677,0,0,6,5,6,6,7,3,1,5,4,2,10,8,4,3
678,0,0,6,4,0,3,3,0,1,1,0,0,0,0,0,0
679,0,0,6,12,0,0,0,0,0,0,0,0,0,0,0,0
680,0,0,6,14,0,1,0,0,0,0,1,0,0,0,0,1
681,0,0,6,15,2,4,6,1,1,2,4,2,1,3,0,3
682,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0
683,0,0,6,9,1,1,3,2,0,1,2,0,2,0,1,3
684,0,0,6,11,0,0,0,0,0,0,0,0,0,0,0,0
685,0,0,6,27,1,2,1,3,2,2,1,3,3,2,1,1
686,0,0,7,18,0,0,0,0,0,0,0,0,0,0,0,0
687,0,0,7,18,0,0,0,0,0,0,0,0,0,0,0,0
688,0,0,7,18,0,0,0,0,0,0,0,0,0,0,0,0
689,0,0,7,18,0,0,0,0,0,0,0,0,0,0,0,0
690,0,0,7,18,0,0,0,0,0,0,0,0,0,0,0,0
691,0,0,7,18,0,0,0,0,0,0,0,0,0,0,0,0
692,0,0,7,18,0,0,0,0,0,0,0,1,0,0,0,0
693,0,0,7,18,0,0,0,0,0,0,0,0,0,0,0,0
694,0,0,7,18,0,0,0,0,0,0,0,0,0,0,0,0
695,0,0,7,22,0,0,0,0,0,0,0,0,0,0,0,0
696,0,0,7,22,0,0,0,0,0,0,0,1,0,0,1,1
697,0,0,7,22,2,1,1,1,3,1,2,2,3,0,0,3
698,0,0,7,22,0,1,0,3,0,0,0,1,1,1,3,0
699,0,0,7,22,0,0,0,0,0,0,0,0,0,0,0,0
700,0,0,7,22,0,0,0,0,0,0,0,0,0,0,0,0
701,0,0,7,22,0,0,0,0,0,0,0,1,0,0,0,0
702,0,0,7,22,0,0,0,0,0,0,0,0,0,0,0,0
703,0,0,7,22,0,0,0,0,0,0,0,0,1,1,0,0
704,0,0,7,16,0,0,0,0,0,0,0,0,0,0,0,0
705,0,0,7,16,0,0,0,0,0,0,0,0,0,0,0,0
706,0,0,7,16,0,0,0,0,0,0,0,0,0,0,0,0
707,0,0,7,16,0,0,0,0,0,0,0,0,0,0,0,0
708,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0
709,0,0,7,30,0,0,0,0,0,0,0,0,0,0,0,0
710,0,0,7,33,0,0,0,0,0,0,0,0,0,0,0,0
711,0,0,7,33,0,0,0,0,0,0,0,0,0,0,0,0
712,0,0,7,33,0,0,0,0,0,0,0,0,0,0,0,0
713,0,0,7,33,0,0,0,0,0,0,0,0,0,0,0,0
714,0,0,7,33,0,0,0,0,0,0,0,0,0,0,0,0
715,0,0,7,35,0,0,0,0,0,0,0,0,0,0,0,0
716,0,0,7,31,0,0,0,0,0,0,0,0,0,0,0,0
717,0,0,7,28,0,0,0,0,0,0,0,0,0,0,0,0
718,0,0,7,2,0,0,0,0,0,0,0,0,0,0,0,0
719,0,0,7,3,0,0,0,0,0,0,0,0,0,0,0,0
720,0,0,7,19,0,0,0,0,0,0,0,0,0,1,0,0
721,0,0,7,37,0,0,0,1,0,0,0,0,0,0,0,0
722,0,0,7,36,0,0,0,0,0,0,0,0,0,0,0,0
723,0,0,7,20,0,0,0,0,0,0,0,0,0,0,0,0
724,0,0,7,29,0,0,0,0,0,0,0,0,0,0,0,1
725,0,0,7,32,0,0,0,0,0,0,0,0,0,0,0,0
726,0,0,7,32,2,3,2,0,1,0,1,0,2,2,3,3
727,0,0,7,32,0,0,0,0,0,0,0,0,0,0,0,0
728,0,0,7,32,0,0,0,0,0,0,0,0,0,1,0,0
729,0,0,7,32,0,0,0,0,0,0,0,0,0,0,0,0
730,0,0,7,32,0,0,0,0,0,0,1,0,0,0,0,0
731,0,0,7,32,0,0,0,0,0,0,0,0,0,0,0,0
732,0,0,7,32,0,0,0,0,0,0,0,0,0,0,0,0
733,0,0,7,32,0,0,0,0,0,0,0,0,0,0,0,0
734,0,0,7,32,0,4,0,0,0,0,0,1,0,1,0,0
735,0,0,7,32,0,0,0,0,0,0,0,0,0,0,0,0
736,0,0,7,32,0,0,0,0,0,0,0,0,0,0,0,0
737,0,0,7,32,0,0,0,0,0,0,0,1,0,0,1,0
738,0,0,7,32,1,0,2,0,0,1,1,0,0,0,0,0
739,0,0,7,32,0,0,0,0,0,0,0,0,0,0,0,0
740,0,0,7,32,0,0,0,0,0,0,0,0,0,0,0,0
741,0,0,7,32,0,0,0,0,0,0,0,0,0,0,0,0
742,0,0,7,32,0,0,0,0,0,0,0,0,0,0,0,0
743,0,0,7,32,0,0,0,0,0,0,0,0,0,0,0,0
744,0,0,7,32,0,0,0,0,0,0,0,0,0,0,0,0
745,0,0,7,32,0,0,0,0,0,0,0,0,0,0,0,0
746,0,0,7,32,0,0,0,0,0,0,0,0,0,0,0,0
747,0,0,7,32,0,0,0,0,0,0,0,0,0,0,0,0
748,0,0,7,32,0,0,0,0,0,0,0,0,0,0,0,0
749,0,0,7,32,0,0,0,0,0,0,0,0,0,0,0,0
750,0,0,7,32,2,1,0,0,1,0,0,0,1,0,1,0
751,0,0,7,32,0,0,0,0,0,0,0,0,0,0,0,0
752,0,0,7,32,0,1,0,0,0,0,0,0,1,0,0,0
753,0,0,7,32,0,0,0,0,0,0,0,0,0,0,0,0
754,0,0,7,32,0,0,0,0,0,0,0,0,0,0,0,0
755,0,0,7,32,0,0,0,0,0,0,0,0,0,0,0,0
756,0,0,7,32,0,0,0,0,0,0,0,0,0,0,0,0
757,0,0,7,32,0,0,0,0,0,0,0,0,0,0,0,0
758,0,0,7,32,0,0,0,0,0,0,0,0,0,0,0,0
759,0,0,7,32,0,0,0,0,0,0,0,0,0,0,0,0
760,0,0,7,32,1,0,2,0,0,0,0,1,2,0,0,0
761,0,0,7,17,0,0,0,0,1,0,0,0,1,0,1,0
762,0,0,7,1,0,0,1,0,0,0,0,0,0,2,0,2
763,0,0,7,13,0,0,0,0,0,0,0,0,0,0,0,0
764,0,0,7,8,1,0,0,3,3,2,5,0,2,1,3,1
765,0,0,7,10,0,1,0,0,0,2,0,0,0,0,0,0
766,0,0,7,24,0,1,0,0,0,0,0,0,0,0,0,0
767,0,0,7,39,0,0,1,1,0,0,1,0,0,0,1,0
768,0,0,7,38,0,0,0,0,0,0,0,0,0,0,0,0
769,0,0,7,21,0,0,0,0,0,1,0,0,1,0,0,0
770,0,0,7,25,0,0,0,0,0,0,0,0,0,0,0,0
771,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0
772,0,0,7,34,0,0,0,0,0,0,0,0,0,0,0,0
773,0,0,7,26,0,0,0,0,0,0,0,0,0,0,0,0
774,0,0,7,23,3,1,0,0,2,2,0,1,1,2,0,1
775,0,0,7,5,0,5,2,0,1,0,0,1,0,0,0,1
776,0,0,7,4,1,0,1,3,0,0,1,1,1,0,1,0
777,0,0,7,12,0,0,0,0,0,0,0,0,0,0,0,0
778,0,0,7,14,0,0,0,0,0,0,0,0,0,0,0,0
779,0,0,7,15,1,0,0,0,0,0,2,1,1,2,2,1
780,0,0,7,6,0,0,0,0,0,0,0,0,0,0,0,0
781,0,0,7,9,0,0,0,0,1,0,0,0,0,1,0,0
782,0,0,7,11,0,0,0,0,0,0,0,0,0,0,0,0
783,0,0,7,27,1,0,0,0,0,0,0,0,2,1,1,0
784,0,0,8,18,0,0,0,1,0,0,0,0,0,0,0,0
785,0,0,8,18,0,0,0,0,0,0,0,0,0,0,0,0
786,0,0,8,18,0,0,0,0,0,0,0,0,0,0,0,0
787,0,0,8,18,0,0,0,0,0,0,0,0,0,0,0,0
788,0,0,8,18,0,0,0,0,0,0,0,0,0,0,0,0
789,0,0,8,18,0,0,0,0,0,0,0,0,0,0,0,0
790,0,0,8,18,0,0,1,0,0,0,0,0,0,1,0,0
791,0,0,8,18,0,0,0,0,0,0,0,0,0,0,0,0
792,0,0,8,18,0,0,0,0,0,0,0,0,0,0,0,0
793,0,0,8,22,0,0,0,0,0,0,0,0,0,0,0,0
794,0,0,8,22,0,0,0,0,0,0,0,1,2,0,0,0
795,0,0,8,22,0,2,2,1,1,3,4,1,0,2,0,0
796,0,0,8,22,0,4,1,0,0,0,0,1,1,1,5,1
797,0,0,8,22,0,0,0,0,0,0,0,0,0,0,0,0
798,0,0,8,22,0,0,0,0,0,0,0,0,0,0,0,0
799,0,0,8,22,1,0,1,1,2,3,0,1,1,0,1,0
800,0,0,8,22,0,0,0,0,0,0,0,0,0,0,0,0
801,0,0,8,22,0,0,0,0,0,1,1,1,1,1,0,0
802,0,0,8,16,0,0,0,0,0,0,0,0,0,0,0,0
803,0,0,8,16,0,0,0,0,0,0,0,0,0,0,0,0
804,0,0,8,16,0,0,0,0,0,0,0,0,0,0,0,0
